Start Timestamp,Elapsed Time (s),Rounds Played,Score,Total Reward,Loss,Steps,BOILING,BOMB_DROPPED,BOMB_EXPLODED,COIN_COLLECTED,COIN_FOUND,COOL,CRATE_COMBO,CRATE_DESTROYED,CRATE_POTENTIALLY_DESTROYED,FRESHENED_UP,GOT_KILLED,HOT,INVALID_ACTION,KILLED_OPPONENT,KILLED_SELF,MOVED_DOWN,MOVED_LEFT,MOVED_RIGHT,MOVED_UP,OPPONENT_ELIMINATED,STEP_SURVIVED,SURVIVED_ROUND,USELESS_BOMB,WAITED,WARM,UP,RIGHT,DOWN,LEFT,WAIT,BOMB
2024-09-18 20:39:25,8.773985147476196,10,0,-109.2800000000002,15.093599680811167,110,3,11,11,0,1,0,0,4,4,1,10,5,39,0,10,6,15,14,11,0,100,0,7,14,11,21,22,15,19,14,19
2024-09-18 20:39:25,8.972074031829834,10,0,-117.48000000000026,13.19385807774961,105,7,10,10,0,0,0,0,0,0,0,10,9,47,0,10,4,5,4,14,0,95,0,10,21,10,19,20,13,13,21,19
2024-09-18 20:39:25,9.222783088684082,10,0,-114.16000000000028,19.894559394568205,142,5,12,12,0,2,0,0,3,3,2,10,7,56,0,10,18,6,14,10,0,132,0,9,26,12,18,26,33,20,26,19
2024-09-18 20:39:25,9.533269166946411,10,0,-120.00000000000047,25.690069045871496,178,7,15,15,0,1,0,0,2,2,7,10,8,66,0,10,22,15,15,19,0,168,0,13,26,15,35,27,30,35,26,25
2024-09-18 20:39:25,9.714622020721436,10,0,-114.26000000000026,14.404102995991707,104,2,11,11,0,0,0,0,1,1,1,10,4,40,0,10,10,12,9,8,0,94,0,10,14,11,16,17,20,16,14,21
2024-09-18 20:39:25,9.865731239318848,10,0,-109.10000000000014,11.890932656824589,93,2,10,10,0,1,0,0,3,3,1,10,6,34,0,10,11,7,8,9,0,83,0,7,14,10,15,17,15,14,14,18
2024-09-18 20:39:25,10.067683219909668,10,0,-110.90000000000022,15.120561089366674,115,3,11,11,0,0,0,0,4,4,3,10,8,43,0,10,18,12,8,9,0,105,0,7,14,11,24,20,23,17,14,17
2024-09-18 20:39:25,10.346466064453125,10,0,-115.42000000000036,19.93790583498776,147,4,11,11,0,1,0,0,2,2,2,10,6,55,0,10,10,19,11,9,0,137,0,9,32,11,24,21,22,30,32,18
2024-09-18 20:39:25,10.586503028869629,10,0,-113.04000000000022,17.6091465651989,134,3,11,11,0,1,0,0,2,2,2,10,7,43,0,10,18,13,15,13,0,124,0,9,21,11,22,25,24,25,21,17
2024-09-18 20:39:25,10.797977209091187,10,0,-114.82000000000019,14.512607865035534,117,5,11,11,0,1,0,0,1,1,1,10,6,45,0,10,17,14,8,10,0,107,0,10,12,11,18,26,21,25,12,15
2024-09-18 20:39:25,10.984239101409912,10,0,-114.6000000000002,13.410555105656385,106,5,10,10,0,0,0,0,0,0,3,10,7,35,0,10,10,7,16,8,0,96,0,10,20,10,17,23,14,14,20,18
2024-09-18 20:39:25,11.173137903213501,10,0,-105.10000000000024,15.125368252396584,112,1,11,11,0,3,0,0,7,6,2,10,6,41,0,10,18,6,4,15,0,102,0,5,17,11,22,20,23,15,17,15
